,0
/home/gpu-machine/dataset_new/Station_2_New/2/,410
/home/gpu-machine/dataset_new/Station_2_New/3/,455
/home/gpu-machine/dataset_new/Station_2_New/1/,410
/home/gpu-machine/dataset_new/Station_2_New/4/,448
